KEY_benef_mun,best_match,match_score,CVE_ENT,Entidad_inegi,CVE_MUN,Municipio_inegi,KEY_inegi_municipio
oaxaca-san andres yaa,oaxaca-san andres yaa,100,20,Oaxaca,100,San Andrés Yaá,oaxaca-san andres yaa
chiapas-catazaja,chiapas-catazaja,100,7,Chiapas,16,Catazajá,chiapas-catazaja
morelos-totolapan,morelos-totolapan,100,17,Morelos,27,Totolapan,morelos-totolapan
oaxaca-san pedro jocotipac,oaxaca-san pedro jocotipac,100,20,Oaxaca,313,San Pedro Jocotipac,oaxaca-san pedro jocotipac
oaxaca-eloxochitlan de flores magon,oaxaca-eloxochitlan de flores magon,100,20,Oaxaca,29,Eloxochitlán de Flores Magón,oaxaca-eloxochitlan de flores magon
zacatecas-villa hidalgo,zacatecas-villa hidalgo,100,32,Zacatecas,54,Villa Hidalgo,zacatecas-villa hidalgo
oaxaca-santa maria del tule,oaxaca-santa maria del tule,100,20,Oaxaca,409,Santa María del Tule,oaxaca-santa maria del tule
oaxaca-santa maria tecomavaca,oaxaca-santa maria tecomavaca,100,20,Oaxaca,431,Santa María Tecomavaca,oaxaca-santa maria tecomavaca
chiapas-suchiate,chiapas-suchiate,100,7,Chiapas,87,Suchiate,chiapas-suchiate
zacatecas-noria de angeles,zacatecas-noria de angeles,100,32,Zacatecas,35,Noria de Ángeles,zacatecas-noria de angeles
oaxaca-san ildefonso villa alta,oaxaca-san ildefonso villa alta,100,20,Oaxaca,156,San Ildefonso Villa Alta,oaxaca-san ildefonso villa alta
oaxaca-santa maria alotepec,oaxaca-santa maria alotepec,100,20,Oaxaca,394,Santa María Alotepec,oaxaca-santa maria alotepec
oaxaca-santo domingo de morelos,oaxaca-santo domingo de morelos,100,20,Oaxaca,509,Santo Domingo de Morelos,oaxaca-santo domingo de morelos
oaxaca-candelaria loxicha,oaxaca-candelaria loxicha,100,20,Oaxaca,12,Candelaria Loxicha,oaxaca-candelaria loxicha
zacatecas-morelos,zacatecas-morelos,100,32,Zacatecas,32,Morelos,zacatecas-morelos
oaxaca-san andres lagunas,oaxaca-san andres lagunas,100,20,Oaxaca,93,San Andrés Lagunas,oaxaca-san andres lagunas
oaxaca-san francisco ozolotepec,oaxaca-san francisco ozolotepec,100,20,Oaxaca,148,San Francisco Ozolotepec,oaxaca-san francisco ozolotepec
puebla-san salvador huixcolotla,puebla-san salvador huixcolotla,100,21,Puebla,144,San Salvador Huixcolotla,puebla-san salvador huixcolotla
puebla-san nicolas de los ranchos,puebla-san nicolas de los ranchos,100,21,Puebla,138,San Nicolás de los Ranchos,puebla-san nicolas de los ranchos
morelos-zacualpan de amilpas,morelos-zacualpan de amilpas,100,17,Morelos,32,Zacualpan de Amilpas,morelos-zacualpan de amilpas
oaxaca-santiago lachiguiri,oaxaca-santiago lachiguiri,100,20,Oaxaca,470,Santiago Lachiguiri,oaxaca-santiago lachiguiri
oaxaca-san juan ozolotepec,oaxaca-san juan ozolotepec,100,20,Oaxaca,211,San Juan Ozolotepec,oaxaca-san juan ozolotepec
oaxaca-santa maria jalapa del marques,oaxaca-santa maria jalapa del marques,100,20,Oaxaca,418,Santa María Jalapa del Marqués,oaxaca-santa maria jalapa del marques
oaxaca-san francisco ixhuatan,oaxaca-san francisco ixhuatan,100,20,Oaxaca,143,San Francisco Ixhuatán,oaxaca-san francisco ixhuatan
oaxaca-san andres ixtlahuaca,oaxaca-san andres ixtlahuaca,100,20,Oaxaca,92,San Andrés Ixtlahuaca,oaxaca-san andres ixtlahuaca
morelos-emiliano zapata,morelos-emiliano zapata,100,17,Morelos,8,Emiliano Zapata,morelos-emiliano zapata
oaxaca-san pedro huilotepec,oaxaca-san pedro huilotepec,100,20,Oaxaca,308,San Pedro Huilotepec,oaxaca-san pedro huilotepec
oaxaca-san luis amatlan,oaxaca-san luis amatlan,100,20,Oaxaca,235,San Luis Amatlán,oaxaca-san luis amatlan
oaxaca-san juan lachigalla,oaxaca-san juan lachigalla,100,20,Oaxaca,203,San Juan Lachigalla,oaxaca-san juan lachigalla
oaxaca-san pedro teutila,oaxaca-san pedro teutila,100,20,Oaxaca,330,San Pedro Teutila,oaxaca-san pedro teutila
oaxaca-chiquihuitlan de benito juarez,oaxaca-chiquihuitlan de benito juarez,100,20,Oaxaca,27,Chiquihuitlán de Benito Juárez,oaxaca-chiquihuitlan de benito juarez
oaxaca-san mateo cajonos,oaxaca-san mateo cajonos,100,20,Oaxaca,246,San Mateo Cajonos,oaxaca-san mateo cajonos
oaxaca-asuncion ixtaltepec,oaxaca-asuncion ixtaltepec,100,20,Oaxaca,5,Asunción Ixtaltepec,oaxaca-asuncion ixtaltepec
oaxaca-san dionisio del mar,oaxaca-san dionisio del mar,100,20,Oaxaca,130,San Dionisio del Mar,oaxaca-san dionisio del mar
oaxaca-san baltazar chichicapam,oaxaca-san baltazar chichicapam,100,20,Oaxaca,112,San Baltazar Chichicápam,oaxaca-san baltazar chichicapam
oaxaca-la pe,oaxaca-la pe,100,20,Oaxaca,69,La Pe,oaxaca-la pe
oaxaca-san pedro juchatengo,oaxaca-san pedro juchatengo,100,20,Oaxaca,314,San Pedro Juchatengo,oaxaca-san pedro juchatengo
oaxaca-san ildefonso sola,oaxaca-san ildefonso sola,100,20,Oaxaca,155,San Ildefonso Sola,oaxaca-san ildefonso sola
tlaxcala-lazaro cardenas,tlaxcala-lazaro cardenas,100,29,Tlaxcala,47,Lázaro Cárdenas,tlaxcala-lazaro cardenas
puebla-nicolas bravo,puebla-nicolas bravo,100,21,Puebla,103,Nicolás Bravo,puebla-nicolas bravo
oaxaca-san juan bautista tlacoatzintepec,oaxaca-san juan bautista tlacoatzintepec,100,20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,oaxaca-san juan bautista tlacoatzintepec
oaxaca-santa maria sola,oaxaca-santa maria sola,100,20,Oaxaca,429,Santa María Sola,oaxaca-santa maria sola
oaxaca-ciudad ixtepec,oaxaca-ciudad ixtepec,100,20,Oaxaca,14,Ciudad Ixtepec,oaxaca-ciudad ixtepec
oaxaca-san pedro taviche,oaxaca-san pedro taviche,100,20,Oaxaca,328,San Pedro Taviche,oaxaca-san pedro taviche
oaxaca-san juan teitipac,oaxaca-san juan teitipac,100,20,Oaxaca,219,San Juan Teitipac,oaxaca-san juan teitipac
oaxaca-reforma de pineda,oaxaca-reforma de pineda,100,20,Oaxaca,75,Reforma de Pineda,oaxaca-reforma de pineda
oaxaca-santiago apoala,oaxaca-santiago apoala,100,20,Oaxaca,451,Santiago Apoala,oaxaca-santiago apoala
oaxaca-santa cruz papalutla,oaxaca-santa cruz papalutla,100,20,Oaxaca,380,Santa Cruz Papalutla,oaxaca-santa cruz papalutla
oaxaca-santo domingo ingenio,oaxaca-santo domingo ingenio,100,20,Oaxaca,505,Santo Domingo Ingenio,oaxaca-santo domingo ingenio
durango-penon blanco,durango-penon blanco,100,10,Durango,21,Peñón Blanco,durango-penon blanco
oaxaca-santa catarina quioquitani,oaxaca-santa catarina quioquitani,100,20,Oaxaca,74,Santa Catarina Quioquitani,oaxaca-santa catarina quioquitani
oaxaca-santiago niltepec,oaxaca-santiago niltepec,100,20,Oaxaca,66,Santiago Niltepec,oaxaca-santiago niltepec
chiapas-chicoasen,chiapas-chicoasen,100,7,Chiapas,29,Chicoasén,chiapas-chicoasen
tlaxcala-yauhquemehcan,tlaxcala-yauhquemehcan,100,29,Tlaxcala,43,Yauhquemehcan,tlaxcala-yauhquemehcan
oaxaca-santa maria ixcatlan,oaxaca-santa maria ixcatlan,100,20,Oaxaca,416,Santa María Ixcatlán,oaxaca-santa maria ixcatlan
oaxaca-san miguel chicahua,oaxaca-san miguel chicahua,100,20,Oaxaca,264,San Miguel Chicahua,oaxaca-san miguel chicahua
puebla-ocoyucan,puebla-ocoyucan,100,21,Puebla,106,Ocoyucan,puebla-ocoyucan
chiapas-ixtacomitan,chiapas-ixtacomitan,100,7,Chiapas,43,Ixtacomitán,chiapas-ixtacomitan
zacatecas-tabasco,zacatecas-tabasco,100,32,Zacatecas,44,Tabasco,zacatecas-tabasco
oaxaca-san cristobal amatlan,oaxaca-san cristobal amatlan,100,20,Oaxaca,126,San Cristóbal Amatlán,oaxaca-san cristobal amatlan
oaxaca-san pablo coatlan,oaxaca-san pablo coatlan,100,20,Oaxaca,291,San Pablo Coatlán,oaxaca-san pablo coatlan
morelos-tlalnepantla,morelos-tlalnepantla,100,17,Morelos,23,Tlalnepantla,morelos-tlalnepantla
puebla-santo tomas hueyotlipan,puebla-santo tomas hueyotlipan,100,21,Puebla,151,Santo Tomás Hueyotlipan,puebla-santo tomas hueyotlipan
oaxaca-san pablo yaganiza,oaxaca-san pablo yaganiza,100,20,Oaxaca,299,San Pablo Yaganiza,oaxaca-san pablo yaganiza
chiapas-metapa,chiapas-metapa,100,7,Chiapas,55,Metapa,chiapas-metapa
nayarit-san blas,nayarit-san blas,100,18,Nayarit,12,San Blas,nayarit-san blas
oaxaca-el espinal,oaxaca-el espinal,100,20,Oaxaca,30,El Espinal,oaxaca-el espinal
oaxaca-santo domingo xagacia,oaxaca-santo domingo xagacia,100,20,Oaxaca,522,Santo Domingo Xagacía,oaxaca-santo domingo xagacia
oaxaca-santa catarina zapoquila,oaxaca-santa catarina zapoquila,100,20,Oaxaca,373,Santa Catarina Zapoquila,oaxaca-santa catarina zapoquila
oaxaca-magdalena tlacotepec,oaxaca-magdalena tlacotepec,100,20,Oaxaca,53,Magdalena Tlacotepec,oaxaca-magdalena tlacotepec
oaxaca-santa maria texcatitlan,oaxaca-santa maria texcatitlan,100,20,Oaxaca,436,Santa María Texcatitlán,oaxaca-santa maria texcatitlan
chiapas-chanal,chiapas-chanal,100,7,Chiapas,24,Chanal,chiapas-chanal
zacatecas-general enrique estrada,zacatecas-general enrique estrada,100,32,Zacatecas,13,General Enrique Estrada,zacatecas-general enrique estrada
oaxaca-san francisco del mar,oaxaca-san francisco del mar,100,20,Oaxaca,141,San Francisco del Mar,oaxaca-san francisco del mar
chiapas-tuxtla gutierrez,chiapas-tuxtla gutierrez,100,7,Chiapas,101,Tuxtla Gutiérrez,chiapas-tuxtla gutierrez
oaxaca-santa maria tlalixtac,oaxaca-santa maria tlalixtac,100,20,Oaxaca,438,Santa María Tlalixtac,oaxaca-santa maria tlalixtac
morelos-tetela del volcan,morelos-tetela del volcan,100,17,Morelos,22,Tetela del Volcán,morelos-tetela del volcan
oaxaca-cuyamecalco villa de zaragoza,oaxaca-cuyamecalco villa de zaragoza,100,20,Oaxaca,24,Cuyamecalco Villa de Zaragoza,oaxaca-cuyamecalco villa de zaragoza
oaxaca-heroica ciudad de juchitan de zaragoza,aguascalientes-rincon de romos,86,1,Aguascalientes,7,Rincón de Romos,aguascalientes-rincon de romos
oaxaca-santo domingo chihuitan,oaxaca-santo domingo chihuitan,100,20,Oaxaca,508,Santo Domingo Chihuitán,oaxaca-santo domingo chihuitan
zacatecas-valparaiso,zacatecas-valparaiso,100,32,Zacatecas,49,Valparaíso,zacatecas-valparaiso
tlaxcala-zacatelco,tlaxcala-zacatelco,100,29,Tlaxcala,44,Zacatelco,tlaxcala-zacatelco
oaxaca-san miguel tlacotepec,oaxaca-san miguel tlacotepec,100,20,Oaxaca,286,San Miguel Tlacotepec,oaxaca-san miguel tlacotepec
morelos-miacatlan,morelos-miacatlan,100,17,Morelos,15,Miacatlán,morelos-miacatlan
oaxaca-san andres zautla,oaxaca-san andres zautla,100,20,Oaxaca,102,San Andrés Zautla,oaxaca-san andres zautla
oaxaca-santiago comaltepec,oaxaca-santiago comaltepec,100,20,Oaxaca,458,Santiago Comaltepec,oaxaca-santiago comaltepec
morelos-atlatlahucan,morelos-atlatlahucan,100,17,Morelos,2,Atlatlahucan,morelos-atlatlahucan
tlaxcala-san pablo del monte,tlaxcala-san pablo del monte,100,29,Tlaxcala,25,San Pablo del Monte,tlaxcala-san pablo del monte
tlaxcala-papalotla de xicohtencatl,tlaxcala-papalotla de xicohtencatl,100,29,Tlaxcala,41,Papalotla de Xicohténcatl,tlaxcala-papalotla de xicohtencatl
oaxaca-san miguel mixtepec,oaxaca-san miguel mixtepec,100,20,Oaxaca,271,San Miguel Mixtepec,oaxaca-san miguel mixtepec
oaxaca-santa cruz mixtepec,oaxaca-santa cruz mixtepec,100,20,Oaxaca,378,Santa Cruz Mixtepec,oaxaca-santa cruz mixtepec
oaxaca-san antonino el alto,oaxaca-san antonino el alto,100,20,Oaxaca,104,San Antonino el Alto,oaxaca-san antonino el alto
oaxaca-magdalena mixtepec,oaxaca-magdalena mixtepec,100,20,Oaxaca,48,Magdalena Mixtepec,oaxaca-magdalena mixtepec
oaxaca-santa ana tlapacoyan,oaxaca-santa ana tlapacoyan,100,20,Oaxaca,358,Santa Ana Tlapacoyan,oaxaca-santa ana tlapacoyan
oaxaca-san vicente lachixio,oaxaca-san vicente lachixio,100,20,Oaxaca,535,San Vicente Lachixío,oaxaca-san vicente lachixio
oaxaca-san pablo huixtepec,oaxaca-san pablo huixtepec,100,20,Oaxaca,295,San Pablo Huixtepec,oaxaca-san pablo huixtepec
oaxaca-soledad etla,oaxaca-soledad etla,100,20,Oaxaca,539,Soledad Etla,oaxaca-soledad etla
zacatecas-el salvador,zacatecas-el salvador,100,32,Zacatecas,41,El Salvador,zacatecas-el salvador
oaxaca-santiago lalopa,oaxaca-santiago lalopa,100,20,Oaxaca,471,Santiago Lalopa,oaxaca-santiago lalopa
oaxaca-santa ana zegache,oaxaca-santa ana zegache,100,20,Oaxaca,360,Santa Ana Zegache,oaxaca-santa ana zegache
oaxaca-san miguel panixtlahuaca,oaxaca-san miguel panixtlahuaca,100,20,Oaxaca,272,San Miguel Panixtlahuaca,oaxaca-san miguel panixtlahuaca
oaxaca-san jose ayuquila,oaxaca-san jose ayuquila,100,20,Oaxaca,165,San José Ayuquila,oaxaca-san jose ayuquila
oaxaca-villa de etla,oaxaca-villa de etla,100,20,Oaxaca,338,Villa de Etla,oaxaca-villa de etla
oaxaca-san cristobal lachirioag,oaxaca-san cristobal lachirioag,100,20,Oaxaca,128,San Cristóbal Lachirioag,oaxaca-san cristobal lachirioag
oaxaca-san martin itunyoso,oaxaca-san martin itunyoso,100,20,Oaxaca,240,San Martín Itunyoso,oaxaca-san martin itunyoso
chiapas-mitontic,chiapas-mitontic,100,7,Chiapas,56,Mitontic,chiapas-mitontic
oaxaca-santa cruz zenzontepec,oaxaca-santa cruz zenzontepec,100,20,Oaxaca,386,Santa Cruz Zenzontepec,oaxaca-santa cruz zenzontepec
puebla-mixtla,puebla-mixtla,100,21,Puebla,97,Mixtla,puebla-mixtla
oaxaca-san mateo yoloxochitlan,oaxaca-san mateo yoloxochitlan,100,20,Oaxaca,249,San Mateo Yoloxochitlán,oaxaca-san mateo yoloxochitlan
oaxaca-san dionisio ocotepec,oaxaca-san dionisio ocotepec,100,20,Oaxaca,131,San Dionisio Ocotepec,oaxaca-san dionisio ocotepec
oaxaca-san sebastian abasolo,oaxaca-san sebastian abasolo,100,20,Oaxaca,343,San Sebastián Abasolo,oaxaca-san sebastian abasolo
oaxaca-santa maria nativitas,oaxaca-santa maria nativitas,100,20,Oaxaca,422,Santa María Nativitas,oaxaca-santa maria nativitas
oaxaca-santiago atitlan,oaxaca-santiago atitlan,100,20,Oaxaca,454,Santiago Atitlán,oaxaca-santiago atitlan
oaxaca-san andres solaga,oaxaca-san andres solaga,100,20,Oaxaca,97,San Andrés Solaga,oaxaca-san andres solaga
oaxaca-santiago xiacui,oaxaca-santiago xiacui,100,20,Oaxaca,496,Santiago Xiacuí,oaxaca-santiago xiacui
oaxaca-villa talea de castro,oaxaca-villa talea de castro,100,20,Oaxaca,280,Villa Talea de Castro,oaxaca-villa talea de castro
oaxaca-san juan lachao,oaxaca-san juan lachao,100,20,Oaxaca,202,San Juan Lachao,oaxaca-san juan lachao
oaxaca-trinidad zaachila,oaxaca-trinidad zaachila,100,20,Oaxaca,555,Trinidad Zaachila,oaxaca-trinidad zaachila
oaxaca-san miguel tulancingo,oaxaca-san miguel tulancingo,100,20,Oaxaca,287,San Miguel Tulancingo,oaxaca-san miguel tulancingo
oaxaca-san juan bautista guelache,oaxaca-san juan bautista guelache,100,20,Oaxaca,178,San Juan Bautista Guelache,oaxaca-san juan bautista guelache
oaxaca-san juan juquila vijanos,oaxaca-san juan juquila vijanos,100,20,Oaxaca,201,San Juan Juquila Vijanos,oaxaca-san juan juquila vijanos
chiapas-honduras de la sierra,chiapas-honduras de la sierra,100,7,Chiapas,125,Honduras de la Sierra,chiapas-honduras de la sierra
oaxaca-san antonio acutla,oaxaca-san antonio acutla,100,20,Oaxaca,106,San Antonio Acutla,oaxaca-san antonio acutla
oaxaca-san pedro quiatoni,oaxaca-san pedro quiatoni,100,20,Oaxaca,325,San Pedro Quiatoni,oaxaca-san pedro quiatoni
oaxaca-santa catarina minas,oaxaca-santa catarina minas,100,20,Oaxaca,368,Santa Catarina Minas,oaxaca-santa catarina minas
oaxaca-santa maria lachixio,oaxaca-santa maria lachixio,100,20,Oaxaca,420,Santa María Lachixío,oaxaca-santa maria lachixio
oaxaca-san bernardo mixtepec,oaxaca-san bernardo mixtepec,100,20,Oaxaca,123,San Bernardo Mixtepec,oaxaca-san bernardo mixtepec
oaxaca-san martin tilcajete,oaxaca-san martin tilcajete,100,20,Oaxaca,243,San Martín Tilcajete,oaxaca-san martin tilcajete
oaxaca-santo domingo yanhuitlan,oaxaca-santo domingo yanhuitlan,100,20,Oaxaca,523,Santo Domingo Yanhuitlán,oaxaca-santo domingo yanhuitlan
oaxaca-san juan del rio,oaxaca-san juan del rio,100,20,Oaxaca,194,San Juan del Río,oaxaca-san juan del rio
oaxaca-santa lucia monteverde,oaxaca-santa lucia monteverde,100,20,Oaxaca,392,Santa Lucía Monteverde,oaxaca-santa lucia monteverde
tlaxcala-tlaxcala,tlaxcala-tlaxcala,100,29,Tlaxcala,33,Tlaxcala,tlaxcala-tlaxcala
puebla-tepanco de lopez,puebla-tepanco de lopez,100,21,Puebla,161,Tepanco de López,puebla-tepanco de lopez
oaxaca-san andres paxtlan,oaxaca-san andres paxtlan,100,20,Oaxaca,95,San Andrés Paxtlán,oaxaca-san andres paxtlan
oaxaca-san miguel suchixtepec,oaxaca-san miguel suchixtepec,100,20,Oaxaca,279,San Miguel Suchixtepec,oaxaca-san miguel suchixtepec
oaxaca-santa cruz xitla,oaxaca-santa cruz xitla,100,20,Oaxaca,384,Santa Cruz Xitla,oaxaca-santa cruz xitla
oaxaca-san vicente coatlan,oaxaca-san vicente coatlan,100,20,Oaxaca,534,San Vicente Coatlán,oaxaca-san vicente coatlan
oaxaca-san francisco logueche,oaxaca-san francisco logueche,100,20,Oaxaca,146,San Francisco Logueche,oaxaca-san francisco logueche
oaxaca-san sebastian nicananduta,oaxaca-san sebastian nicananduta,100,20,Oaxaca,346,San Sebastián Nicananduta,oaxaca-san sebastian nicananduta
oaxaca-san pablo etla,oaxaca-san pablo etla,100,20,Oaxaca,293,San Pablo Etla,oaxaca-san pablo etla
oaxaca-san antonino monte verde,oaxaca-san antonino monte verde,100,20,Oaxaca,105,San Antonino Monte Verde,oaxaca-san antonino monte verde
oaxaca-santiago nundiche,oaxaca-santiago nundiche,100,20,Oaxaca,480,Santiago Nundiche,oaxaca-santiago nundiche
oaxaca-santo tomas jalieza,oaxaca-santo tomas jalieza,100,20,Oaxaca,530,Santo Tomás Jalieza,oaxaca-santo tomas jalieza
oaxaca-san andres huayapam,oaxaca-san andres huayapam,100,20,Oaxaca,91,San Andrés Huayápam,oaxaca-san andres huayapam
oaxaca-tlalixtac de cabrera,oaxaca-tlalixtac de cabrera,100,20,Oaxaca,553,Tlalixtac de Cabrera,oaxaca-tlalixtac de cabrera
oaxaca-san francisco jaltepetongo,oaxaca-san francisco jaltepetongo,100,20,Oaxaca,144,San Francisco Jaltepetongo,oaxaca-san francisco jaltepetongo
oaxaca-san jose lachiguiri,oaxaca-san jose lachiguiri,100,20,Oaxaca,170,San José Lachiguiri,oaxaca-san jose lachiguiri
oaxaca-san sebastian coatlan,oaxaca-san sebastian coatlan,100,20,Oaxaca,344,San Sebastián Coatlán,oaxaca-san sebastian coatlan
oaxaca-santiago matatlan,oaxaca-santiago matatlan,100,20,Oaxaca,475,Santiago Matatlán,oaxaca-santiago matatlan
oaxaca-santa ana del valle,oaxaca-santa ana del valle,100,20,Oaxaca,356,Santa Ana del Valle,oaxaca-santa ana del valle
puebla-xochitlan todos santos,puebla-xochitlan todos santos,100,21,Puebla,203,Xochitlán Todos Santos,puebla-xochitlan todos santos
oaxaca-santa maria guelace,oaxaca-santa maria guelace,100,20,Oaxaca,411,Santa María Guelacé,oaxaca-santa maria guelace
tlaxcala-apetatitlan de antonio carvajal,tlaxcala-apetatitlan de antonio carvajal,100,29,Tlaxcala,2,Apetatitlán de Antonio Carvajal,tlaxcala-apetatitlan de antonio carvajal
oaxaca-santiago textitlan,oaxaca-santiago textitlan,100,20,Oaxaca,491,Santiago Textitlán,oaxaca-santiago textitlan
oaxaca-concepcion buenavista,oaxaca-concepcion buenavista,100,20,Oaxaca,18,Concepción Buenavista,oaxaca-concepcion buenavista
oaxaca-san jose independencia,oaxaca-san jose independencia,100,20,Oaxaca,169,San José Independencia,oaxaca-san jose independencia
oaxaca-san sebastian teitipac,oaxaca-san sebastian teitipac,100,20,Oaxaca,349,San Sebastián Teitipac,oaxaca-san sebastian teitipac
oaxaca-san juan guelavia,oaxaca-san juan guelavia,100,20,Oaxaca,197,San Juan Guelavía,oaxaca-san juan guelavia
oaxaca-san bartolome loxicha,oaxaca-san bartolome loxicha,100,20,Oaxaca,117,San Bartolomé Loxicha,oaxaca-san bartolome loxicha
oaxaca-asuncion nochixtlan,oaxaca-asuncion nochixtlan,100,20,Oaxaca,6,Asunción Nochixtlán,oaxaca-asuncion nochixtlan
oaxaca-san pedro topiltepec,oaxaca-san pedro topiltepec,100,20,Oaxaca,332,San Pedro Topiltepec,oaxaca-san pedro topiltepec
oaxaca-san martin de los cansecos,oaxaca-san martin de los cansecos,100,20,Oaxaca,238,San Martín de los Cansecos,oaxaca-san martin de los cansecos
oaxaca-santo tomas tamazulapan,oaxaca-santo tomas tamazulapan,100,20,Oaxaca,533,Santo Tomás Tamazulapan,oaxaca-santo tomas tamazulapan
oaxaca-santa catalina quieri,oaxaca-santa catalina quieri,100,20,Oaxaca,361,Santa Catalina Quierí,oaxaca-santa catalina quieri
oaxaca-santa maria zaniza,oaxaca-santa maria zaniza,100,20,Oaxaca,448,Santa María Zaniza,oaxaca-santa maria zaniza
oaxaca-santa maria del rosario,oaxaca-santa maria del rosario,100,20,Oaxaca,408,Santa María del Rosario,oaxaca-santa maria del rosario
oaxaca-santa maria yucuhiti,oaxaca-santa maria yucuhiti,100,20,Oaxaca,446,Santa María Yucuhiti,oaxaca-santa maria yucuhiti
oaxaca-san miguel piedras,oaxaca-san miguel piedras,100,20,Oaxaca,274,San Miguel Piedras,oaxaca-san miguel piedras
oaxaca-san vicente nunu,oaxaca-san vicente nunu,100,20,Oaxaca,536,San Vicente Nuñú,oaxaca-san vicente nunu
zacatecas-tlaltenango de sanchez roman,zacatecas-tlaltenango de sanchez roman,100,32,Zacatecas,48,Tlaltenango de Sánchez Román,zacatecas-tlaltenango de sanchez roman
oaxaca-san miguel peras,oaxaca-san miguel peras,100,20,Oaxaca,273,San Miguel Peras,oaxaca-san miguel peras
oaxaca-santa ines de zaragoza,oaxaca-santa ines de zaragoza,100,20,Oaxaca,569,Santa Inés de Zaragoza,oaxaca-santa ines de zaragoza
oaxaca-san juan quiahije,oaxaca-san juan quiahije,100,20,Oaxaca,213,San Juan Quiahije,oaxaca-san juan quiahije
oaxaca-san ildefonso amatlan,oaxaca-san ildefonso amatlan,100,20,Oaxaca,154,San Ildefonso Amatlán,oaxaca-san ildefonso amatlan
oaxaca-san antonio huitepec,oaxaca-san antonio huitepec,100,20,Oaxaca,108,San Antonio Huitepec,oaxaca-san antonio huitepec
oaxaca-san pablo huitzo,oaxaca-san pablo huitzo,100,20,Oaxaca,294,San Pablo Huitzo,oaxaca-san pablo huitzo
oaxaca-santiago tenango,oaxaca-santiago tenango,100,20,Oaxaca,487,Santiago Tenango,oaxaca-santiago tenango
oaxaca-magdalena ocotlan,oaxaca-magdalena ocotlan,100,20,Oaxaca,49,Magdalena Ocotlán,oaxaca-magdalena ocotlan
oaxaca-santa lucia ocotlan,oaxaca-santa lucia ocotlan,100,20,Oaxaca,393,Santa Lucía Ocotlán,oaxaca-santa lucia ocotlan
oaxaca-san andres cabecera nueva,oaxaca-san andres cabecera nueva,100,20,Oaxaca,88,San Andrés Cabecera Nueva,oaxaca-san andres cabecera nueva
oaxaca-santa maria xadani,oaxaca-santa maria xadani,100,20,Oaxaca,441,Santa María Xadani,oaxaca-santa maria xadani
oaxaca-sitio de xitlapehua,oaxaca-sitio de xitlapehua,100,20,Oaxaca,538,Sitio de Xitlapehua,oaxaca-sitio de xitlapehua
oaxaca-union hidalgo,oaxaca-union hidalgo,100,20,Oaxaca,557,Unión Hidalgo,oaxaca-union hidalgo
oaxaca-san juan yatzona,oaxaca-san juan yatzona,100,20,Oaxaca,223,San Juan Yatzona,oaxaca-san juan yatzona
oaxaca-san juan bautista atatlahuca,oaxaca-san juan bautista atatlahuca,100,20,Oaxaca,175,San Juan Bautista Atatlahuca,oaxaca-san juan bautista atatlahuca
oaxaca-santa ana tavela,oaxaca-santa ana tavela,100,20,Oaxaca,357,Santa Ana Tavela,oaxaca-santa ana tavela
oaxaca-san miguel ejutla,oaxaca-san miguel ejutla,100,20,Oaxaca,268,San Miguel Ejutla,oaxaca-san miguel ejutla
oaxaca-san jose del penasco,oaxaca-san jose del penasco,100,20,Oaxaca,167,San José del Peñasco,oaxaca-san jose del penasco
oaxaca-santa ana ateixtlahuaca,oaxaca-santa ana ateixtlahuaca,100,20,Oaxaca,354,Santa Ana Ateixtlahuaca,oaxaca-santa ana ateixtlahuaca
oaxaca-san miguel del rio,oaxaca-san miguel del rio,100,20,Oaxaca,267,San Miguel del Río,oaxaca-san miguel del rio
oaxaca-san mateo penasco,oaxaca-san mateo penasco,100,20,Oaxaca,252,San Mateo Peñasco,oaxaca-san mateo penasco
zacatecas-melchor ocampo,zacatecas-melchor ocampo,100,32,Zacatecas,27,Melchor Ocampo,zacatecas-melchor ocampo
oaxaca-yaxe,oaxaca-yaxe,100,20,Oaxaca,561,Yaxe,oaxaca-yaxe
oaxaca-fresnillo de trujano,oaxaca-fresnillo de trujano,100,20,Oaxaca,32,Fresnillo de Trujano,oaxaca-fresnillo de trujano
oaxaca-san dionisio ocotlan,oaxaca-san dionisio ocotlan,100,20,Oaxaca,132,San Dionisio Ocotlán,oaxaca-san dionisio ocotlan
oaxaca-santa catarina cuixtla,oaxaca-santa catarina cuixtla,100,20,Oaxaca,362,Santa Catarina Cuixtla,oaxaca-santa catarina cuixtla
oaxaca-san nicolas,oaxaca-san nicolas,100,20,Oaxaca,289,San Nicolás,oaxaca-san nicolas
oaxaca-san miguel achiutla,oaxaca-san miguel achiutla,100,20,Oaxaca,258,San Miguel Achiutla,oaxaca-san miguel achiutla
oaxaca-san juan chicomezuchil,oaxaca-san juan chicomezuchil,100,20,Oaxaca,191,San Juan Chicomezúchil,oaxaca-san juan chicomezuchil
oaxaca-santa catarina ticua,oaxaca-santa catarina ticua,100,20,Oaxaca,371,Santa Catarina Ticuá,oaxaca-santa catarina ticua
oaxaca-san juan bautista suchitepec,oaxaca-san juan bautista suchitepec,100,20,Oaxaca,181,San Juan Bautista Suchitepec,oaxaca-san juan bautista suchitepec
puebla-los reyes de juarez,puebla-los reyes de juarez,100,21,Puebla,118,Los Reyes de Juárez,puebla-los reyes de juarez
